"June 27, 2022 at 12:35PM",The Game Is Rigged: Rethinking The Creator Economy | What Works with Tara McMullin,https://explorewhatworks.com/rethinking-creator-economy-gina-bianchini/?utm_source=densediscovery&utm_medium=email&utm_campaign=newsletter-issue-189,https://explorewhatworks.com/rethinking-creator-economy-gina-bianchini/
"June 27, 2022 at 09:29PM",The Wild History of the Real ‘Only Murders’ Building,https://www.nytimes.com/2022/06/27/realestate/only-murders-in-the-building-belnord-arconia.html,https://www.nytimes.com/2022/06/27/realestate/only-murders-in-the-building-belnord-arconia.html
"July 12, 2022 at 12:40PM","Is the World Really Falling Apart, or Does It Just Feel That Way?",https://www.nytimes.com/2022/07/12/world/interpreter-world-falling-apart.html,https://www.nytimes.com/2022/07/12/world/interpreter-world-falling-apart.html
"July 13, 2022 at 11:26AM",Finding peace on a 72-hour train across America,"In Iowa, I had dinner with an elderly woman who introduced herself only as “Mrs. Alvarez.” The train was rocking from side-to-side as it shot forward in the…",https://www.nationalgeographic.com/travel/article/finding-peace-on-a-72-hour-train-across-america
"July 13, 2022 at 11:26AM",The way we view free time is making us less happy,"Some people try to make every hour of leisure perfect, while others hate taking time off altogether. Have we forgotten how to enjoy free time? L Leisure is the…",https://www.bbc.com/worklife/article/20210914-the-way-we-view-free-time-is-making-us-less-happy
"July 19, 2022 at 08:17AM",Murmurations: Returning to the Whole,"“What time is it on the clock of the world?” My mentor Grace Lee Boggs used to ask this question all the time, to anyone who came to visit and learn with her,…",https://www.yesmagazine.org/opinion/2022/06/29/murmurations-healing-inner-accountability
"July 19, 2022 at 03:18PM",Value Beyond Instrumentalization — Letters to a Young Technologist,https://letterstoayoungtechnologist.com/Value-Beyond-Instrumentalization,https://letterstoayoungtechnologist.com/Value-Beyond-Instrumentalization
"July 19, 2022 at 03:20PM",They Did Their Own ‘Research.’ Now What?,https://www.nytimes.com/2022/05/29/style/do-your-own-research.html?utm_source=densediscovery&utm_medium=email&utm_campaign=newsletter-issue-194,https://www.nytimes.com/2022/05/29/style/do-your-own-research.html
"July 19, 2022 at 03:21PM",Feminist Data Manifest-No,#ERROR!,https://www.manifestno.com
"July 21, 2022 at 11:53AM",Web 3.0: The Third Generation Web is Coming,https://lifeboat.com/ex/web.3.0,https://lifeboat.com/ex/web.3.0
